Time,x,y,z,w
2133645937.3184602,0.3077541033451502,0.37518633693664444,0.33626145771747784,0.3598784240604308
2133645937.3583877,0.29094020739670845,0.3741612977948958,0.3204096578673405,0.3598258647349143
2133645937.3986547,0.25782620700021197,0.3703656350646525,0.30456884022405983,0.3597261974605332
2133645937.4385788,0.25782620700021197,0.3703656350646525,0.2887274013490002,0.35956871726712125
2133645937.478545,0.22575739321220278,0.3664178776023343,0.2728885434927073,0.35933764843758387
2133645937.5182917,0.2149946891371708,0.3649445960371537,0.25704712927323464,0.359011359068137
2133645937.5584893,0.2149946891371708,0.3649445960371537,0.24120333013316667,0.35856161648422413
2133645937.598384,0.19995410697684746,0.36211498524009716,0.2253642778008233,0.35795252892421325
2133645937.6387188,0.1754304454514648,0.35724758769505344,0.20953451919049323,0.3571385924042933
2133645937.6794126,0.15844075977417515,0.3517266538255604,0.19372987542251502,0.3560635467402254
2133645937.7189853,0.15162588723907366,0.3492438529165749,0.17794608154956548,0.354656036240021
2133645937.759021,0.1333493195379606,0.3443942007122511,0.1622073159747075,0.3528299099906475
2133645937.799115,0.12043749071168686,0.3386970028883372,0.14653668381792267,0.35047824509653164
2133645937.8391745,0.10212701015084291,0.32870454951543765,0.1309825537943067,0.347471733787892
2133645937.8787677,0.08381925576968974,0.31631544359767955,0.11560367133211352,0.3436508154348999
2133645937.9193478,0.0666598807205534,0.3038499366325405,0.1005122029585201,0.33883090576671293
2133645937.959416,0.05629442231876358,0.29534061458867583,0.08586209920345673,0.3328029690128244
2133645937.9990618,0.05629442231876358,0.29534061458867583,0.07187286579963201,0.32535672601034804
2133645938.0392463,0.050862632064677005,0.2946744851814018,0.0588477115981052,0.31634117080814533
2133645938.0791304,0.04255762432881183,0.2834516230865244,0.047097565336910785,0.3057126726793125
2133645938.119393,0.03273071232613134,0.26746573689788883,0.03688251116704945,0.293598005419851
2133645938.1589677,0.024642427267304923,0.25769358939236914,0.02831914328157408,0.2802667785411698
2133645938.1996665,0.019191360729647222,0.24565040340202615,0.021355650702137807,0.26603162271050396
2133645938.23931,0.014483410223737891,0.2324975805060442,0.01583009947772953,0.2511825556187744
2133645938.280161,0.0025482945431434256,0.20280713821841678,0.011528060430976999,0.23593607076582399
2133645938.3192198,0.0025482945431434256,0.20280713821841678,0.008232410442940154,0.2204350293509259
2133645938.359437,-0.0029838115135006893,0.1733122668970325,0.005750623354030196,0.204787740829588
2133645938.3989675,-0.005084070364661519,0.1630935219213977,0.0039141590478240455,0.18905017857556783
2133645938.438916,-0.005084070364661519,0.1630935219213977,0.0025829431387501887,0.17326274112279244
2133645938.4791472,-0.00599614669853632,0.14745349554800968,0.0016406125060899573,0.1574443248418768
2133645938.520439,-0.006586057980445648,0.12389890328418307,0.0009932196304838087,0.14161110336382832
2133645938.5590758,-0.006993913126354445,0.10352876791371124,0.0005655118037789051,0.12576840406459186
2133645938.5991874,-0.006465967418827434,0.09516394313519361,0.00029749424656878214,0.10992993444083377
2133645938.6395707,-0.00521859155687876,0.07833555266277159,0.00014079253349814615,0.09408343429775988
2133645938.6792164,-0.006290583844086983,0.06038828348437586,5.7636936935111244e-05,0.0782419721785904
2133645938.7192898,-0.004523878136671766,0.03499260106249169,1.9101661633573764e-05,0.062399379202749176
2133645938.7592545,-0.004523878136671766,0.03499260106249169,4.531739681493255e-06,0.04655485716585749
2133645938.7992117,-0.0005652975142833583,0.013093980308148012,5.841234152579389e-07,0.030712470275553988
2133645938.8389933,0.00043521761322939945,-0.003948687011046281,1.670349051010744e-08,0.0148664104061654
2133645938.8788826,0.00043521761322939945,-0.003948687011046281,-2.0756441413393004e-15,-0.0009785928760059548
2133645938.9195523,0.0034566306967142024,-0.03697774747272503,-5.190565903583433e-08,-0.01682556400658492
2133645938.959049,0.00439843985092625,-0.06020332001365586,-1.4855367101053575e-06,-0.03266869641706439
2133645938.9989169,0.004747426522244025,-0.08598904724308082,-1.0585327190817782e-05,-0.04851663329127507
2133645939.0390823,0.004866106176694696,-0.0918794338428005,-4.21360721522899e-05,-0.06435953659788061
2133645939.0797062,0.004336733947602367,-0.10694651250721476,-0.00012156169998980421,-0.08020733840012247
2133645939.1197119,0.002947090191942059,-0.1233402242850748,-0.0002857223753293162,-0.09605516339567938
2133645939.160727,0.0010919835694098712,-0.1694319138349079,-0.000582896119413388,-0.1118931554330638
2133645939.1993394,0.004310589609763604,-0.14609974484367483,-0.0010733460340141237,-0.12772863741322618
2133645939.2390847,-0.0049391285711297694,-0.19978910751504692,-0.0018294646386723427,-0.14355257141901856
2133645939.279206,-0.008978158287658244,-0.21382243670628098,-0.0029379388449302423,-0.1593602406070698
2133645939.319659,-0.003914103320694973,-0.19748019558176388,-0.004501697900504545,-0.17513264647541923
2133645939.3593574,-0.00935640721646791,-0.21153176453553152,-0.0066429952703992694,-0.19083512424732643
2133645939.399335,-0.018111835104864693,-0.2301809841385033,-0.009506059120687417,-0.2064167140492977
2133645939.4392211,-0.03066334556828343,-0.2585874285960752,-0.013258006415499261,-0.2218120908855863
2133645939.479275,-0.034722441988349284,-0.2640879047877657,-0.018076381591855383,-0.23690464903334885
2133645939.518989,-0.04352576178811518,-0.2748302595388448,-0.024138731814499097,-0.251542458455697
2133645939.559316,-0.03426202724690941,-0.27558698054482633,-0.031589972032454935,-0.26552133350763485
2133645939.5989645,-0.04506766730050871,-0.28566661829013257,-0.040510523412336415,-0.27861412039855243
2133645939.6392546,-0.04506766730050871,-0.28566661829013257,-0.0508752381419855,-0.29059489803039623
2133645939.6798522,-0.07077669437678852,-0.3109855119858772,-0.06255341529254596,-0.30130089126074755
2133645939.7194133,-0.08370051016888957,-0.3186520350919827,-0.07533926261931449,-0.3106660398765824
2133645939.75924,-0.08370051016888957,-0.3186520350919827,-0.08898729827802437,-0.31871406031008304
2133645939.7994912,-0.09761674601118586,-0.32581919170252427,-0.10328772240839662,-0.32555290184295976
2133645939.8393905,-0.12651288187173987,-0.3436679702115688,-0.11805517998949397,-0.3313184181251856
2133645939.879039,-0.15059554200961367,-0.35126968334090014,-0.1331389427666304,-0.3361547744481294
2133645939.919036,-0.1589039317969388,-0.3537108854330776,-0.14845593939653118,-0.3402084234199502
2133645939.9590065,-0.15225058040851397,-0.35552654459635463,-0.16394299237968324,-0.34360454557785064
2133645939.9994953,-0.18579618633961825,-0.3634891837305132,-0.17953530396165762,-0.3464455169109517
2133645940.0395596,-0.21182207006306214,-0.36748263041191276,-0.19521405896534724,-0.3488230470703328
2133645940.079396,-0.2121811960122525,-0.368446335472551,-0.21092950029670793,-0.3508077560135463
2133645940.1191998,-0.24412786347375276,-0.3721626212313265,-0.2266910795884024,-0.35246519750011623
2133645940.1601126,-0.26218107177372774,-0.37359474987868696,-0.2424870954039617,-0.35384672747411694
2133645940.1989987,-0.2743010609674869,-0.3777038235387592,-0.2582969357752842,-0.3549947637555697
2133645940.2396214,-0.28558017684846004,-0.37828781729505323,-0.27410947719708534,-0.3559459655221289
2133645940.2791665,-0.3124065668307606,-0.3790620573308189,-0.28994759527102537,-0.35673293682352697
2133645940.3194568,-0.33906745400607874,-0.3793526967677109,-0.30579370141565804,-0.3573810528055072
2133645940.3642154,-0.3327020027383327,-0.3820044539310322,-0.3216337377490166,-0.35791232759327507
2133645940.3988526,-0.36603342945956163,-0.38132108007245824,-0.3374851468839184,-0.35834644444118313
2133645940.439325,-0.36603342945956163,-0.38132108007245824,-0.35334288894955157,-0.3586993435487535
2133645940.479179,-0.4008357589591709,-0.3823926071725401,-0.3692044930755195,-0.35898465557483683
2133645940.5194476,-0.42046972791460485,-0.3819504991711162,-0.38506990399661695,-0.3592139787466623
2133645940.5589585,-0.44632705098362824,-0.38100395607842397,-0.40094141246077214,-0.35939713544191454
2133645940.5992126,-0.4655434159549454,-0.3812294483077949,-0.4167894758988499,-0.35954212947375885
2133645940.6390674,-0.4823600679520574,-0.3802501576140913,-0.432652876387145,-0.3596562934696246
2133645940.6794753,-0.5065255797981844,-0.37871450116234395,-0.44850445313268883,-0.35974523260119917
2133645940.7194738,-0.5193283971867273,-0.37738623998077114,-0.4643525504355732,-0.3598138743184257
2133645940.7596586,-0.545648170256809,-0.3747109242097926,-0.4802082207883696,-0.35986628569736484
2133645940.7993321,-0.545648170256809,-0.3747109242097926,-0.4960854335988172,-0.35990580914374865
2133645940.8390572,-0.5628213221898791,-0.373604127516665,-0.5119593883140633,-0.3599351136741957
2133645940.8788767,-0.5831674308485822,-0.37103846282862496,-0.5278031675050211,-0.35995642898825636
2133645940.9190986,-0.6013255579826798,-0.3677139788850202,-0.5436771064166422,-0.3599716682103121
