Time,data
2133779836.313769,-0.7378505587868613
2133779836.3528402,-0.7749973347422101
2133779836.3957303,-0.7752534144968537
2133779836.4338334,-0.7686565326807313
2133779836.475018,-0.8158575151374691
2133779836.5137002,-0.8061108596708955
2133779836.55322,-0.8061108596708955
2133779836.594213,-0.8161198008542745
2133779836.632978,-0.7997366334415572
2133779836.674012,-0.7930418849748407
2133779836.7130785,-0.8123004852889861
2133779836.752521,-0.8077296709856359
2133779836.7926855,-0.795949015704339
2133779836.8329093,-0.7845013156275249
2133779836.8729303,-0.794766300418903
2133779836.912706,-0.7824409053905188
2133779836.9535513,-0.7824409053905188
2133779836.9935052,-0.7656970612824925
2133779837.0328174,-0.7517372675901477
2133779837.0728045,-0.7465903013018078
2133779837.1136806,-0.728174788603605
2133779837.1533523,-0.7215472176710129
2133779837.1931214,-0.7119703956055757
2133779837.2338986,-0.6915523840905268
2133779837.274534,-0.6881997264397559
2133779837.312829,-0.6856886438694693
2133779837.3532915,-0.6731737830635589
2133779837.39268,-0.6748670740667061
2133779837.4329228,-0.6715994782359798
2133779837.4751887,-0.6725899434617806
2133779837.5131922,-0.6606131717196706
2133779837.5555272,-0.6642018779856849
2133779837.5926511,-0.6679786864437951
2133779837.6322849,-0.6628874403010535
2133779837.6736057,-0.6628874403010535
2133779837.7133725,-0.6733512480968218
2133779837.7538102,-0.6711238667419681
2133779837.7930455,-0.6742781871516762
2133779837.8330207,-0.6807350546994327
2133779837.8736935,-0.689292407298356
2133779837.9134955,-0.6963092906398247
2133779837.9532907,-0.7001821115059221
2133779837.9939306,-0.701599942345326
2133779838.0330603,-0.6993006511093249
2133779838.0732963,-0.6993006511093249
2133779838.1135366,-0.6750785365837374
2133779838.1529996,-0.6692583321868533
2133779838.1926303,-0.6561999081631639
2133779838.2328243,-0.6295547526646021
2133779838.2752945,-0.6700711756524514
2133779838.312637,-0.6139102479807594
2133779838.3532064,-0.6139102479807594
2133779838.393081,-0.6057189313284208
2133779838.4318092,-0.5869284813796207
2133779838.4717922,-0.5790693015829294
2133779838.5115778,-0.5471117623908713
2133779838.5516758,-0.5391777793625322
2133779838.5919619,-0.5149909510122187
2133779838.631443,-0.5008510964677242
2133779838.6716092,-0.4749828720881689
2133779838.7118607,-0.4460679790155333
2133779838.751512,-0.4355491101513702
2133779838.79168,-0.43888795664539115
2133779838.8314502,-0.3983943954634852
2133779838.8714783,-0.3612727917392532
2133779838.9124918,-0.34175829866513985
2133779838.952379,-0.3179325215939548
2133779838.9914296,-0.2926151276556464
2133779839.031637,-0.2592384228085314
2133779839.0719514,-0.2592384228085314
2133779839.1118727,-0.2210552582946197
2133779839.1526444,-0.18184531966015177
2133779839.1914816,-0.18475704038112573
2133779839.2316706,-0.15829495856286285
2133779839.271579,-0.10382888164707477
2133779839.3121097,-0.07495952201101341
2133779839.3517916,-0.07495952201101341
2133779839.3918922,-0.035548640132384235
2133779839.4314556,0.01374684292834416
2133779839.4739943,0.024915792000909875
2133779839.5128481,0.040206763542621426
2133779839.5531042,0.1257308725134071
2133779839.5926003,0.13505310556307215
2133779839.632542,0.1341923912536992
2133779839.6731622,0.12598554358070446
2133779839.7136958,0.11026463051769991
2133779839.7526915,0.11026463051769991
2133779839.7929564,0.14329637428961334
2133779839.8339067,0.13105467427156436
2133779839.8724053,0.11061773527206109
2133779839.9131842,0.09645812080353683
2133779839.9527292,0.13589744600572706
2133779839.9935873,0.1219393053054772
2133779840.0335212,0.1219393053054772
2133779840.0730984,0.12117852151677971
2133779840.1130168,0.09575530474430122
2133779840.152733,0.0771332785096927
2133779840.194035,0.08418835142942083
2133779840.2332196,0.07188650417265297
2133779840.2727246,0.05630111585432007
2133779840.3128989,0.04160615992954125
2133779840.354361,0.03153107356933449
2133779840.3931777,0.03153107356933449
2133779840.4326413,0.013228720339589328
2133779840.472914,0.0013488596263391828
2133779840.5130076,-0.0032596520909485283
2133779840.55338,-0.0074827279650263034
2133779840.5928562,-0.007943894700295384
2133779840.6329494,-0.009149156318348284
2133779840.6733894,-0.009638782012469094
2133779840.7125118,-0.01900625607590206
2133779840.7529602,-0.01900625607590206
2133779840.7924144,-0.01986855671779708
2133779840.8325875,-0.009072613283618802
2133779840.872722,-0.009072613283618802
2133779840.9127247,-0.009054984156600443
2133779840.952907,-0.011312922219821442
2133779840.9944327,-0.013532784576909318
2133779841.0327058,-0.014366665680906165
2133779841.0738952,-0.01453378954974649
2133779841.1140301,-0.014642419020398534
2133779841.1531796,-0.0058492745780341915
2133779841.1938777,-0.0058492745780341915
2133779841.2327075,0.024242121115269688
2133779841.2726784,0.04869520820660733
2133779841.3130124,0.04869520820660733
2133779841.3527281,0.018101624117264403
2133779841.392591,0.04206518837773737
2133779841.4324412,0.04206518837773737
2133779841.4729688,0.04316289486521341
2133779841.512916,0.06263795439681874
2133779841.552398,0.0926838911627274
2133779841.5925336,0.09065780698088022
2133779841.632315,0.09887053574259014
