Time,x,y,z,w
2133646929.8887684,0.6401747129545563,-0.28906186049230786,0.6937076194581081,-0.22704643259300733
2133646929.9291708,0.658334475154094,-0.2642906807543781,0.6964900562944589,-0.20145143092377452
2133646929.9693134,0.6900562271539787,-0.2428008495371934,0.6981728404668529,-0.1757650241158789
2133646930.0088344,0.6979248056752291,-0.22364327924755756,0.6991369066854615,-0.1500418294751359
2133646930.0487037,0.7052510130954827,-0.20382890507774665,0.6996466515034808,-0.12429832985307315
2133646930.0888355,0.7245032176491857,-0.21344162472551687,0.6998836643917115,-0.09855335673326099
2133646930.128915,0.7245032176491857,-0.21344162472551687,0.6999732114025206,-0.07280658542971262
2133646930.1700332,0.7343390193722625,-0.16795173923438877,0.6999968652627102,-0.047062230438328266
2133646930.2102106,0.7374342205103863,-0.13011544150645515,0.6999999388576351,-0.021317869523342137
2133646930.2494059,0.7514237217804417,-0.14677947537667735,0.6999999999635546,0.004427661858238846
2133646930.2907906,0.7525972685428826,-0.1206310602664209,0.6999994708020572,0.030171043140311708
2133646930.3297062,0.7536522979391381,-0.0797642933974898,0.6999887477835882,0.055913735093049706
2133646930.3694084,0.769094207222152,-0.059993246855358784,0.6999281662994026,0.08165985494695396
2133646930.4097128,0.7680186186221656,-0.032483238206580944,0.6997303303970285,0.10740621596952865
2133646930.449589,0.7652171529689176,-0.006273194177524921,0.6992488404869889,0.13314216541920892
2133646930.491445,0.782833090663383,-0.0034687074834813814,0.6982655576511843,0.15886343742258285
2133646930.5304193,0.7760548567308305,0.028571441529093633,0.6964660372109347,0.1845444579790253
2133646930.5713773,0.7648717893134449,0.06114806543434925,0.6934022039141686,0.21010420780328473
2133646930.6099236,0.7793084241839168,0.07813206268846562,0.6884605384911407,0.2353658925273462
2133646930.6503882,0.7731962554373925,0.0904245795745513,0.6808426031241005,0.25995512067083704
2133646930.6905444,0.7557745655533953,0.11707834103121395,0.6696386425891171,0.2831367205914588
2133646930.7315145,0.7427231847187803,0.14736444239174373,0.6541936113774689,0.303729969236297
2133646930.7702012,0.7288914146058083,0.16315987751685324,0.6346968326133632,0.3205446905567355
2133646930.8100822,0.7142670502129023,0.17829643830832143,0.6122658390935852,0.3331777604791795
2133646930.8507073,0.7053308629149881,0.18484024281323164,0.5881429155890437,0.34216631251598806
2133646930.8910317,0.6832200669996011,0.20441313246136228,0.5631613793975052,0.3483785459773767
2133646930.9294355,0.6580578578814964,0.2241165961103464,0.537765112040812,0.35259447263610205
2133646930.9704707,0.6485089853994914,0.23020826155320218,0.5121763263617242,0.35540598376038973
2133646931.0098593,0.6343773874736542,0.23895912433500488,0.48649300198792134,0.3572432005209726
2133646931.0498817,0.6054484765183111,0.25467100945326426,0.4607736176611811,0.3584137273885926
2133646931.08972,0.6054484765183111,0.25467100945326426,0.43504117924167274,0.3591362933339932
2133646931.1300502,0.578240847814916,0.2674287384859755,0.409298258078014,0.35956186741137186
2133646931.16962,0.5572280110660689,0.2759937375228143,0.3835518186249983,0.35979080901528626
2133646931.210259,0.5572280110660689,0.2759937375228143,0.3578072207973981,0.3598840703147949
2133646931.250603,0.5111571743770367,0.29577309153622955,0.33205632112512223,0.35986866454205885
2133646931.2895346,0.4850252475869695,0.302812889710504,0.30631227511697695,0.3597397618935466
2133646931.3297093,0.473112698458118,0.30553237217468254,0.28057021653528913,0.3594601232621979
2133646931.3700564,0.43742412951452303,0.31076838101044113,0.25483059108822,0.3589565997853657
2133646931.4095757,0.4320092653146642,0.3116731299445792,0.229101185783451,0.35811285742103355
2133646931.4497504,0.4320092653146642,0.3116731299445792,0.2033938098664622,0.35675566176088586
2133646931.4901714,0.34886558091252284,0.3191810531828907,0.1777393784400242,0.35463500976934437
2133646931.5299268,0.3041963192562839,0.32074434790335915,0.1521965815625881,0.3513974821637339
2133646931.5695841,0.2624415875269537,0.31911415314254477,0.1269164619185392,0.34655267748522756
2133646931.6095119,0.2598531510473947,0.3167754189245975,0.10217706495933211,0.3394244371651642
2133646931.65034,0.21395334752707218,0.3090587615039633,0.07857005357077167,0.3291636712903153
2133646931.6897776,0.19073969059223594,0.30228591284535566,0.05711108262661097,0.3149428354374585
2133646931.729828,0.19073969059223594,0.30228591284535566,0.039113358086720555,0.29653689981306386
2133646931.7714968,0.18113192872145456,0.3027504766109008,0.025393716143732217,0.2747527884012433
2133646931.8095634,0.16306859238121096,0.2918663944687345,0.01573498241525286,0.2508876816220676
2133646931.849265,0.13014279275213314,0.2651297793966896,0.009300045977248853,0.225960812094829
2133646931.889786,0.11407270909461376,0.26631839124437895,0.0051976260540822885,0.20054659271622033
2133646931.9300818,0.09036093147163027,0.23816853309855324,0.0027024554076299,0.17491981839010487
2133646931.9698062,0.07823243564634264,0.22086821014400249,0.001272530572045068,0.14921774888150632
2133646932.0100641,0.06424206500584473,0.22090844413752975,0.0005183131991064525,0.12348640716900985
2133646932.0504704,0.052866619662119696,0.20196033229745325,0.0001692525398536187,0.09774671979120998
2133646932.0939708,0.03897461613116893,0.17286441385991425,3.845030048218198e-05,0.07200143982944984
2133646932.129591,0.027159110436818623,0.14205164726282815,4.391709332654266e-06,0.04625891253630278
2133646932.1697438,0.021636257697659866,0.15108783239541212,8.044955340281605e-08,0.020514737475066297
2133646932.2097876,0.015372394339720485,0.1294019727870288,-1.1306179124846483e-10,-0.005233372903647099
2133646932.2495975,0.003137195799558068,0.09643736205777254,-1.1391552442321632e-06,-0.030981378575159937
2133646932.2899,-0.006051055979267805,0.06247074526481344,-2.2791085677086556e-05,-0.056726407425031926
2133646932.3298583,-0.006051055979267805,0.06247074526481344,-0.00013884658798079253,-0.08247459063272133
2133646932.3698945,-0.01679749185376833,0.016921533714647108,-0.0004991370881053176,-0.1082192131517954
2133646932.4093335,-0.020471196438132666,0.0021125446557901384,-0.0013346231415535324,-0.1339549144221774
2133646932.4498105,-0.020471196438132666,0.0021125446557901384,-0.002961918257255582,-0.15964681534868247
2133646932.489925,-0.025914732866675227,-0.020804237142637794,-0.005802646978103448,-0.18523296747921622
2133646932.5298488,-0.055218587965464416,-0.1351551727217699,-0.010416950194638775,-0.21056413875317018
2133646932.56956,-0.06433129655706571,-0.16215660824085965,-0.01750755988149709,-0.2353173586650114
2133646932.6099792,-0.06834463921845224,-0.17254886991654717,-0.02783175425748376,-0.258905488254996
2133646932.6506546,-0.05444121893186882,-0.12598502556158908,-0.041941560769530116,-0.2804447298090993
2133646932.690075,-0.06626869697415483,-0.15215519116544063,-0.059796206269188204,-0.29898676074078245
2133646932.7298417,-0.06626869697415483,-0.15215519116544063,-0.0806960761482247,-0.3140315041164696
2133646932.7696638,-0.08823255105672823,-0.18753769730972114,-0.10364183436605452,-0.3257051972273341
2133646932.8099604,-0.09274913796463113,-0.20591527247280328,-0.12782430444725995,-0.33455657349446866
2133646932.8500078,-0.09274913796463113,-0.20591527247280328,-0.15270533498084163,-0.3412042751838731
2133646932.889989,-0.11824907756080894,-0.24293574166392928,-0.17796886047973312,-0.3461831238452667
2133646932.93014,-0.14022176983087875,-0.2645824139764623,-0.2034472637952925,-0.3499079738501124
2133646932.969785,-0.16502544665830055,-0.2826452726932238,-0.22904164397351187,-0.3526873028213238
2133646933.0102105,-0.17272977424284353,-0.29153089640533003,-0.2547058088212977,-0.3547525336005761
2133646933.0496979,-0.2063494715002473,-0.31263449355008355,-0.28040164830460845,-0.3562768831838087
2133646933.089485,-0.2256101581468175,-0.3218833193682398,-0.3061361130926629,-0.35739369532883203
2133646933.1302063,-0.2256101581468175,-0.3218833193682398,-0.3318901998767775,-0.3582032855058685
2133646933.1699142,-0.22364720477867372,-0.3241352794094132,-0.35764848639934343,-0.3587829596907437
2133646933.2097437,-0.25321307148760586,-0.3338635344334353,-0.38338723282434883,-0.35919200664519113
2133646933.2496908,-0.2866858210105069,-0.3428023761560208,-0.40913063174713465,-0.35947631972532323
2133646933.2903454,-0.2930549592112961,-0.34829308925601965,-0.4348890013694862,-0.3596702409515356
2133646933.3303792,-0.3137351847990312,-0.35188532925987404,-0.4606498323491439,-0.35979942796575254
2133646933.3695438,-0.33949227507027163,-0.3551313198070505,-0.4864083786012299,-0.3598830992056438
2133646933.4098916,-0.4123034391348728,-0.3643604131388487,-0.5121689910885502,-0.3599354429404912
2133646933.4499707,-0.3736706306438407,-0.3614609507424176,-0.5379468297953802,-0.35996677304824787
2133646933.490258,-0.46875453698706204,-0.36515216055789845,-0.5637233219511097,-0.3599844364805617
2133646933.529975,-0.4947501826497359,-0.3703753353953667,-0.5894852457899897,-0.3599936163745955
2133646933.5699587,-0.4665565050633146,-0.3709976125991634,-0.6152262482732721,-0.35999785837010256
2133646933.6099122,-0.5217717832094847,-0.3677360670426906,-0.6410019701748483,-0.35999949032875855
2133646933.6500144,-0.5597808869480954,-0.3610032383748092,-0.6667755812141136,-0.35999994011097913
2133646933.6899877,-0.5936815822019457,-0.3488071905719088,-0.6925702387071876,-0.3599999993805195
2133646933.7294827,-0.6032520754330426,-0.34337358829068565,-0.705,-0.36
2133646933.7704515,-0.6213878356760147,-0.33134866026972243,-0.7049999999869813,-0.3342558544314537
2133646933.8103163,-0.6456325291481214,-0.3211153390865038,-0.7049999995054234,-0.30850006012632025
2133646933.849938,-0.6687862820146628,-0.2994698971419363,-0.704999995495347,-0.2827231978298794
2133646933.8903205,-0.6687862820146628,-0.2994698971419363,-0.7049999770263407,-0.25695698790373467
2133646933.9296272,-0.6838841121291386,-0.289353084056162,-0.7049999141856107,-0.23119067316523526
2133646933.9695961,-0.6935946442106927,-0.2695643012559785,-0.7049997354177484,-0.20542722376357184
2133646934.0101287,-0.6935946442106927,-0.2695643012559785,-0.7049992824416018,-0.17968392899165184
2133646934.0494637,-0.7242570270345676,-0.22458814248691739,-0.7049982189550604,-0.1539305270997878
2133646934.0896413,-0.7309752210647069,-0.20090675380790546,-0.7049958560048252,-0.1281824670265574
2133646934.1301382,-0.7381466676602525,-0.1644153855333612,-0.7049908168794453,-0.1024421208074686
2133646934.1698864,-0.7488466995586235,-0.16910813296358973,-0.7049804180853789,-0.07669191608094837
2133646934.209803,-0.751662643645193,-0.143987460162315,-0.7049596485483648,-0.050948328673614034
2133646934.2499156,-0.7529593270022531,-0.11696379705377358,-0.7049195545715923,-0.02519213694525927
2133646934.2907007,-0.7535357064555683,-0.07478969748358288,-0.7048452558967787,0.0005564159052316869
2133646934.3296828,-0.7615549812830777,-0.08187875095787511,-0.7047135155633643,0.026308093669275667
2133646934.369522,-0.7598211802025487,-0.03305786401981603,-0.7044903398322527,0.05205146615945832
2133646934.4102566,-0.7572082238111104,-0.0057562749184054685,-0.7041273657298908,0.07779391562770636
2133646934.449619,-0.7598783891608123,0.00047915370636841814,-0.7035566240864587,0.10353112889780429
2133646934.489864,-0.7565542811272394,0.01742587868394585,-0.7026821307156464,0.12926483241094303
2133646934.5296252,-0.747232415874193,0.053139740346893394,-0.7013707518914262,0.15498319991080212
2133646934.5697184,-0.7360269773999681,0.1055163073146177,-0.6994407881422408,0.18065924008225434
2133646934.6095753,-0.7319780434516188,0.11643215577035226,-0.6966418347732313,0.20625232940499738
2133646934.6496232,-0.7228911608363338,0.13713569428590633,-0.692619919764622,0.23168595018499574
2133646934.6899521,-0.7201605184197255,0.14335317701169825,-0.6868639955369319,0.2567805063170804
2133646934.7304518,-0.7201605184197255,0.14335317701169825,-0.6786214821960199,0.28117168511766505
2133646934.7699137,-0.6951110256096916,0.18776465203900639,-0.6668571120676854,0.3040716949744644
2133646934.8098078,-0.6806496157730832,0.2021542819686819,-0.6505599419234757,0.3240033834303862
2133646934.8496752,-0.6607987971396575,0.22301732998456258,-0.6297673064661043,0.3391836511577543
2133646934.8892038,-0.6461168925220979,0.23812106405141908,-0.6059929339677081,0.3490585835066103
2133646934.9295688,-0.6347677548065687,0.24968915929726077,-0.5808781795255167,0.35472452487114103
2133646934.9692216,-0.6195173846035098,0.26269060316485815,-0.5553047596323827,0.35769149867302885
2133646935.0096445,-0.5930105310253807,0.28081919138796674,-0.5295993028110825,0.35911723491973097
2133646935.0530257,-0.5930105310253807,0.28081919138796674,-0.503859925972725,0.35972576714113963
2133646935.0900126,-0.5420765768285789,0.3107876668960623,-0.4781137727977675,0.3599395455239042
2133646935.1303713,-0.5217975220891271,0.3202937030163209,-0.4523671555044883,0.35999303328318083
2133646935.170271,-0.5217975220891271,0.3202937030163209,-0.4266231355046231,0.35999985090456627
2133646935.210907,-0.5064183772341291,0.32790483181166374,-0.40087732082923555,0.35999999999283233
2133646935.2499852,-0.4824402913447574,0.3354580348021714,-0.37512920315468273,0.35999961574326855
2133646935.2898378,-0.4465973800520089,0.3446644137129842,-0.3493879417837088,0.3599914178201242
2133646935.3300705,-0.43636803985398853,0.35019144640573074,-0.3236401206413444,0.3599456610617589
2133646935.3704965,-0.41477986373231324,0.35369690381959096,-0.29789330004187714,0.35980080974653494
2133646935.410348,-0.38777248949641974,0.35679357738824,-0.27215323636207245,0.3594615506420456
2133646935.45026,-0.31109292431712854,0.37002421471486646,-0.24642085777975617,0.3587976172887568
2133646935.4898763,-0.3516132984909994,0.3671969841312319,-0.220700931835311,0.35763706887178187
2133646935.5302243,-0.25263952776308485,0.3728030031121843,-0.19502766355278095,0.3557519759361598
2133646935.5723536,-0.25263952776308485,0.3728030031121843,-0.16944329973166464,0.3528410621054136
2133646935.6100101,-0.25397815192541007,0.37657001732234474,-0.14406647261863098,0.3485171085366311
2133646935.6498148,-0.19434900309920378,0.36912860862603614,-0.11908815009093508,0.3422742753633052
2133646935.6910856,-0.16293616491618224,0.3575064519023945,-0.09489778050834594,0.33347699791127416
2133646935.7297602,-0.16131958460993212,0.36337138157131577,-0.07215833508172698,0.321399901758799
2133646935.7696557,-0.14410719131106442,0.351552839601287,-0.051912697070835824,0.3055019039438502
2133646935.8095713,-0.1282294156135917,0.3383693721836212,-0.03525162259190712,0.285881373207292
2133646935.849465,-0.08038864126617695,0.31734285429832565,-0.022676247431263744,0.26341473667506443
2133646935.8897731,-0.08038864126617695,0.31734285429832565,-0.013860573824870683,0.23922534633009113
2133646935.929742,-0.057585874762438594,0.282342635746188,-0.008024053971406557,0.21414854535851185
2133646935.969846,-0.031399445788445446,0.2830513790615923,-0.004354618569787451,0.18866912099222047
2133646936.0099025,-0.031399445788445446,0.2830513790615923,-0.002173006874562183,0.16301690758818976
2133646936.0498757,-0.022727195763176722,0.2627330171403601,-0.0009637422620890534,0.13730335543893768
2133646936.0900888,0.005380329154469399,0.24597601594705232,-0.00035865488344379704,0.1115658870634909
2133646936.129883,0.011369652136161701,0.21679235050432677,-0.00010140146646421654,0.08582703228764524
2133646936.1700113,0.011369652136161701,0.21679235050432677,-1.776950237245258e-05,0.06008185099198718
2133646936.2113197,0.017046028870701946,0.17931831559796252,-1.1161244916698125e-06,0.03433590319964604
2133646936.2494464,0.03767667956484111,0.14730467867801145,-1.1113544871860774e-09,0.008592438278858838
2133646936.2901618,0.03767667956484111,0.14730467867801145,3.3727125714255085e-08,-0.01715030324301737
2133646936.3306942,0.04055548298260869,0.09271303517560803,3.2345127013079515e-06,-0.04289160750750361
2133646936.3700068,0.0535741588864046,0.08093915605645807,3.2796856920322165e-05,-0.06863673068520323
2133646936.4101515,0.0535741588864046,0.08093915605645807,0.00015425196726981418,-0.09438096490022684
2133646936.4497209,0.054935957568022165,0.05344945335117357,0.0004904221848463428,-0.1201220148241414
2133646936.4895906,0.0642792942132252,0.010646541501873497,0.0012328169322019212,-0.1458524547729462
2133646936.5297406,0.06767238996885605,-0.042511178478547684,0.0026596592524537224,-0.17155506026671338
2133646936.5696955,0.06767238996885605,-0.042511178478547684,0.005169459322325424,-0.19717510362209023
2133646936.6102364,0.07237560091532991,-0.07429379910615319,0.009312948323226778,-0.22257953939763883
2133646936.6495397,0.07660653008553064,-0.09887852250062945,0.015806558604610672,-0.24749118163017167
2133646936.6901524,0.07660653008553064,-0.09887852250062945,0.025489270270460114,-0.27134542242901083
2133646936.72986,0.08456556303963181,-0.14563646854471646,0.03910509844164598,-0.29319831580884453
2133646936.7701178,0.09143880965079743,-0.17270911091654995,0.05681794878272126,-0.31188121713646694
2133646936.8099964,0.10351935589540084,-0.20344890310768315,0.07790897039991071,-0.3266455739578584
2133646936.8502684,0.08573156834651974,-0.2333970031412853,0.10120588272093087,-0.3376059107724227
2133646936.8911119,0.09249760784041794,-0.24367313743933505,0.12573345694932048,-0.34542562538694993
2133646936.9296272,0.1111121038766324,-0.26837747692930614,0.15090454072998216,-0.3508523481034211
2133646936.9699032,0.1111121038766324,-0.26837747692930614,0.1763869523512121,-0.35451239356258624
2133646937.0096946,0.16267060643202047,-0.29581983666093525,0.2020200049578391,-0.3568957491104077
2133646937.04938,0.16267060643202047,-0.29581983666093525,0.22772180198314074,-0.35837715720218805
2133646937.0902798,0.17997979267951514,-0.3072766357349803,0.2534566632160527,-0.35924124854429185
2133646937.1299508,0.20541552248228023,-0.32813361833545507,0.2791960572899288,-0.359698790283661
2133646937.1698484,0.23624401453339583,-0.33995575376028886,0.3049363121033796,-0.35990712458680374
2133646937.2096853,0.2471898805353494,-0.34321369032894977,0.3306775309189506,-0.35998134034962825
2133646937.2496088,0.24495951099254776,-0.34410519684471597,0.35641826212863387,-0.3599984333855912
2133646937.2905955,0.24495951099254776,-0.34410519684471597,0.3821616537965943,-0.35999999269514765
2133646937.3298016,0.29614001766522846,-0.3560512801328737,0.40790554835860415,-0.35999999400429095
2133646937.370027,0.3258141199107726,-0.3571121203593566,0.43365009155029505,-0.35999838392913
2133646937.4101796,0.3258141199107726,-0.3571121203593566,0.4593904140727457,-0.3599785193379494
2133646937.4502237,0.3529882670398756,-0.35787937598940855,0.4851332352911084,-0.3598819407062211
2133646937.4906027,0.4097308953773068,-0.360725159179071,0.5108758960759409,-0.35957656518848563
2133646937.529601,0.43928449280113857,-0.359327352274331,0.5366059924109254,-0.35881465450134487
2133646937.5695012,0.45284659761373947,-0.35811975279394614,0.562296822009803,-0.3571620305606417
2133646937.609846,0.4886270092392756,-0.35448197486176714,0.5878268471546008,-0.3538781912175854
2133646937.6498191,0.523242570100798,-0.3458129809690835,0.6128432528415263,-0.3477901218614576
2133646937.689932,0.523242570100798,-0.3458129809690835,0.636375463630071,-0.3373527413297665
2133646937.7298527,0.5632561771532485,-0.3262643171117725,0.6566090544104289,-0.32143619613296537
2133646937.7700102,0.5838159660079588,-0.3348125618823967,0.6719077312012267,-0.3007285688360711
