Time,data
2133646225.8796165,-0.23655669551224326
2133646225.9187348,-0.21282620787245057
2133646225.9583292,-0.1891401081131703
2133646225.9985595,-0.1655491962514879
2133646226.0385275,-0.1421507399845558
2133646226.0783155,-0.11911538741295442
2133646226.1183834,-0.09674043925528265
2133646226.158483,-0.07554919629944189
2133646226.1986861,-0.056324264169553724
2133646226.238736,-0.039968434507682976
2133646226.278781,-0.027052923323310413
2133646226.319309,-0.017523134179444726
2133646226.3590622,-0.010860038072844731
2133646226.3994343,-0.006405722241834644
2133646226.4392345,-0.003556963253024388
2133646226.4794145,-0.001826295912386781
2133646226.518923,-0.0008405497384302993
2133646226.559155,-0.0003300639206587722
2133646226.5993314,-0.00010174106079895967
2133646226.6390123,-2.0932087431691273e-05
2133646226.6793044,-1.934903482881719e-06
2133646226.7190833,-1.5688748153519783e-08
2133646226.7591496,1.4760532400470575e-09
2133646226.7995064,8.713507761175234e-07
2133646226.8389966,1.2835045004283703e-05
2133646226.8790643,7.121747355502083e-05
2133646226.9193819,0.00024869854586336633
2133646226.9593418,0.0006632862095795492
2133646226.999123,0.0014869286629521
2133646227.0389485,0.00295960311505426
2133646227.079033,0.0054165401741819025
2133646227.1196084,0.009305918782719826
2133646227.159135,0.015193625912398418
2133646227.1990476,0.023741851848352962
2133646227.2397835,0.03556401177040967
2133646227.27956,0.05091807451779755
2133646227.319216,0.06941784144179844
2133646227.359304,0.09018727323214769
2133646227.398883,0.1123507024576818
2133646227.439159,0.13529273316116006
2133646227.4791944,0.15864516629823272
2133646227.5191023,0.18221400958111553
2133646227.5592833,0.2058936877513077
2133646227.5990849,0.22962812856699236
2133646227.639198,0.25338053276356637
2133646227.6791363,0.27714397585759637
2133646227.71912,0.30091056990301496
2133646227.7590644,0.3246771270761685
2133646227.799237,0.348444905643804
2133646227.8388822,0.3722126063686692
2133646227.8793342,0.3959769719809076
2133646227.919678,0.4197426073560935
2133646227.9595761,0.44350814692885365
2133646228.0002272,0.46727385276542044
2133646228.0397103,0.491038750488992
2133646228.0791483,0.5148003616726357
2133646228.1189346,0.5385497638557577
2133646228.1595519,0.5622596853115883
2133646228.1989849,0.5858396940057312
2133646228.238921,0.609021363859116
2133646228.2789016,0.6311196441733883
2133646228.3191435,0.6508193474103892
2133646228.3590922,0.6666025379753469
2133646228.3997793,0.6780501673156459
2133646228.440255,0.6859187439102887
2133646228.4795988,0.6912066834283132
2133646228.5197697,0.6947004139971272
2133646228.559438,0.6969539587023857
2133646228.5993555,0.6983565072775269
2133646228.639267,0.6991873969441296
2133646228.6794286,0.6996454670982116
2133646228.7195365,0.6998714093542482
2133646228.7590654,0.6999651076464263
2133646228.7995589,0.6999943108200594
2133646228.8390315,0.6999996997546398
2133646228.8789394,0.6999999999247518
2133646228.9192262,0.6999999575738507
2133646228.9593608,0.6999972787742655
2133646228.9992368,0.6999751147749497
2133646229.0391862,0.6998880653763733
2133646229.079092,0.6996524778342205
2133646229.1192658,0.6991395846938813
2133646229.1596043,0.6981658070153857
2133646229.1992066,0.6964741547007987
2133646229.2391698,0.6937089369662
2133646229.2798204,0.6893924622329136
2133646229.3195875,0.6829132054826205
2133646229.3599043,0.6735583389303018
2133646229.3994286,0.6607048386653425
2133646229.4390066,0.6442142009466817
2133646229.4789805,0.6247161829667814
2133646229.5193524,0.6032341125843722
2133646229.5597563,0.5806259865566112
2133646229.599175,0.5574366663004008
2133646229.6393158,0.5339484682359795
2133646229.6791115,0.510317249121791
2133646229.7192683,0.48660814844785205
2133646229.7591057,0.4628619592907408
2133646229.798996,0.4391101390203941
2133646229.8395224,0.4153454627419898
2133646229.8799536,0.3915865414434783
2133646229.9193356,0.3678184877852707
2133646229.9596453,0.34405064285396053
2133646229.9996145,0.32028731023365914
2133646230.0391212,0.29652192741735783
2133646230.0791428,0.2727561495450698
